id,winner,album_name,track_name,popularity,track_genre,duration_ms
68,1,"What's Inside: Songs from Waitress","She Used To Be Mine",67,acoustic,250266.00
69,1,"In My Veins (Feat. Erin Mccarley)","In My Veins - Feat. Erin Mccarley",65,acoustic,318908.00
70,1,"Under Covers","I Don't Wanna Live Forever (Fifty Shades Darker)",44,acoustic,222351.00
71,1,"Whatever It Takes","A Drop In the Ocean",55,acoustic,219480.00
72,1,"America Town","Superman (It's Not Easy)",70,acoustic,221693.00
73,1,"Dive Deep","When the End Comes",57,acoustic,354400.00
74,1,"You're Still The One","You're Still The One",56,acoustic,177500.00
75,1,"It Doesn't Have To Make Sense","Light Me Up",56,acoustic,247840.00
76,1,"Love Is a Four Letter Word","93 Million Miles",67,acoustic,216386.00
77,1,"When the Morning Comes",Kaleidoscope,62,acoustic,229320.00
78,1,"Eat, Pray, Love","The Long Road",45,acoustic,330933.00
79,1,"Good Light","What Would I Do Without You",64,acoustic,172213.00
80,1,Know.,"Have It All",65,acoustic,226106.00
81,1,"Mellow Adult Pop","Heavy Heart",0,acoustic,235173.00
82,1,"Break Up Songs","The House We Never Built",0,acoustic,195213.00
83,1,"Into The Wild (Music For The Motion Picture)",Society,68,acoustic,236306.00
84,1,"u don't deserve me","Please Don't Say You Love Me",0,acoustic,181400.00
85,1,"Coffee Moment","Please Don't Say You Love Me",0,acoustic,181400.00
86,1,"Into The Wild (Music For The Motion Picture)",Guaranteed,61,acoustic,164500.00
87,1,"The Blessed Unrest",Brave,70,acoustic,220573.00
88,1,"Slow Christmas Songs 2022","Lonely This Christmas",0,acoustic,257493.00
89,1,"Lonely Christmas 2022","Lonely This Christmas",0,acoustic,257493.00
90,1,Bookmarks,"Heaven Knows",62,acoustic,210612.00
91,1,"Slow Christmas Songs 2022","I Heard The Bells On Christmas Day",0,acoustic,154440.00
92,1,"Alternative Christmas 2022","I Heard The Bells On Christmas Day",0,acoustic,154440.00
93,1,"Alternative Christmas 2022","Fairytale Of New York",0,acoustic,263866.00
94,1,"Acoustic Christmas Campfire","I Heard The Bells On Christmas Day",0,acoustic,154440.00
95,1,"Lonely Christmas 2022","I Heard The Bells On Christmas Day",0,acoustic,154440.00
96,1,"Chill Christmas Dinner","I Heard The Bells On Christmas Day",0,acoustic,154440.00
97,1,sadsadchristmas,"I Heard The Bells On Christmas Day",0,acoustic,154440.00
98,1,"Christmas Country Songs 2022","I Heard The Bells On Christmas Day",0,acoustic,154440.00
99,1,"Del gusto de mamá","Hold On",0,acoustic,177613.00
100,1,"OO's Music Grandi Successi","Suddenly I See",0,acoustic,199040.00
101,1,言ノ葉,Rain,58,acoustic,293040.00
102,1,"Somebody Else (Acoustic)","Somebody Else - Acoustic",50,acoustic,138495.00
103,1,"Black Bear (Hushed)","Pieces (Hushed)",59,acoustic,198626.00
104,1,"Cover Sessions, Vol. 3",Mirrors,57,acoustic,292566.00
105,1,"Stand by Me","Stand by Me",60,acoustic,199019.00
106,1,"Dear Happy","Losing Me",61,acoustic,181760.00
107,1,chouchou,"なんでもないや - movie ver.",49,acoustic,349920.00
108,1,"You’re Beautiful (Acoustic)","You’re Beautiful - Acoustic",55,acoustic,204973.00
109,1,"Hikare Inochi","Hikare Inochi",51,acoustic,322146.00
110,1,"Songs From Nashville","How To Lose a Girl",46,acoustic,210375.00
111,1,"Cover Sessions, Vol. 6","Can’t Help Falling in Love",57,acoustic,131000.00
112,1,"Dive Deep (Hushed)","Dive Deep (Hushed)",58,acoustic,218531.00
113,1,"When the Party's over (Acoustic Piano)","When the Party's over (Acoustic Piano)",51,acoustic,195945.00
114,1,"All The Stars and Boulevards",Boston,63,acoustic,245933.00
115,1,"Living in the Shadows","Living in the Shadows",53,acoustic,212386.00
116,1,"Cover Sessions, Vol. 4","In Case You Didn’t Know",60,acoustic,225165.00
117,1,"death bed (coffee for your head)","death bed (coffee for your head)",47,acoustic,112008.00
118,1,"You Are My Sunshine","You Are My Sunshine",60,acoustic,123609.00
119,1,"I Won't Give Up","I Won't Give Up",66,acoustic,240165.00
120,1,"I Was Born To Love You","I Was Born To Love You",67,acoustic,265843.00
121,1,"Life Sucks Playlist","Only Love Can Hurt Like This",43,acoustic,194194.00
122,1,"Hurricane Glass","Mr Blue",54,acoustic,154600.00
123,1,"Where The Mountain Meets The Valley","Do Not Let Me Go",60,acoustic,158960.00
124,1,"Holding On And Letting Go - Single","Holding On And Letting Go",49,acoustic,319000.00
125,1,"You Already Know","You Already Know",57,acoustic,214360.00
126,1,"Believer (Remix)","Believer (Remix)",42,acoustic,204480.00
127,1,"Stop All the World Now (Special Edition)","Collide - Acoustic Version",67,acoustic,277000.00
128,1,Magic,"Love Like This",61,acoustic,214240.00
129,1,"Some Mad Hope","Come On Get Higher",71,acoustic,215173.00
130,1,"Something In the Rain (Music from the Original TV Series)",""Something In the Rain" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",49,acoustic,296862.00
131,1,"The Way It Was","Kiss Me Slowly",61,acoustic,235813.00
132,1,"Wide Awake","Without You",61,acoustic,228933.00
133,1,"Waiting for My Rocket to Come (Expanded Edition)","Absolutely Zero",20,acoustic,339196.00
134,1,"Waiting for My Rocket to Come (Expanded Edition)","Sleep All Day",22,acoustic,296843.00
135,1,"Waiting for My Rocket to Come (Expanded Edition)","You and I Both",35,acoustic,218240.00
136,1,"Into The Wild (Music For The Motion Picture)","Long Nights",60,acoustic,151773.00
137,1,"English Rain","Please Don't Say You Love Me",59,acoustic,181400.00
138,1,"Eye To The Telescope","Suddenly I See",73,acoustic,201706.00
139,1,"Waiting for My Rocket to Come (Expanded Edition)","Who Needs Shelter",22,acoustic,192260.00
140,1,"Waiting for My Rocket to Come (Expanded Edition)","No Stopping Us",19,acoustic,198855.00
141,1,"Waiting for My Rocket to Come (Expanded Edition)","I'll Do Anything",24,acoustic,191889.00
142,1,"I Dream of You: CALM","Make You Feel My Love",57,acoustic,171293.00
143,1,"Waiting for My Rocket to Come (Expanded Edition)","The Remedy (I Won't Worry)",35,acoustic,256440.00
144,1,"Waiting for My Rocket to Come (Expanded Edition)","Too Much Food",20,acoustic,221425.00
145,1,"Waiting for My Rocket to Come (Expanded Edition)","The Boy's Gone",18,acoustic,255047.00
146,1,"Waiting for My Rocket to Come (Expanded Edition)","On Love, in Sadness",19,acoustic,208793.00
147,1,"Waiting for My Rocket to Come (Expanded Edition)","Curbside Prophet",23,acoustic,214552.00
148,1,"Waiting for My Rocket to Come (Expanded Edition)","Tonight, Not Again - Live",19,acoustic,264280.00
149,1,"Waiting for My Rocket to Come (Expanded Edition)","Tonight, Not Again",18,acoustic,289041.00
150,1,"Into The Wild (Music For The Motion Picture)","Hard Sun",65,acoustic,322080.00
151,1,"Here with Me","Here with Me",55,acoustic,238971.00
152,1,"Tyler Ward Covers, Vol. 5","The Scientist",47,acoustic,276575.00
153,1,"Stop All The World Now",Collide,56,acoustic,249120.00
154,1,"get better","get better",53,acoustic,111734.00
155,1,"Hikare Inochi",Sympathy,49,acoustic,210760.00
156,1,"Let It Go","Let It Go",51,acoustic,255688.00
157,1,"What You Need","What You Need",53,acoustic,181786.00
158,1,"The Battle for Everything","100 Years",66,acoustic,244600.00
159,1,Nightshade,"You're the Sea",56,acoustic,174546.00
160,1,"One Spring Night (Original Television Soundtrack), Pt. 1","No Direction",47,acoustic,234330.00
161,1,"Under Control",Belong,51,acoustic,255600.00
162,1,"As It Was","As It Was",55,acoustic,176542.00
163,1,"I'm Yours","I'm Yours",60,acoustic,243494.00
164,1,"Chi Mai","Chi Mai",40,acoustic,188695.00
165,1,"Say Something","Say Something",58,acoustic,229400.00
166,1,Parachute,"Had It All",55,acoustic,216853.00
167,1,"Take Me Back","Take Me Back ft. Yonnyboii",50,acoustic,149000.00
168,1,"Whole Again (Acoustic Version)","Whole Again - Acoustic Version",52,acoustic,157231.00
169,1,"Overpass Graffiti","Overpass Graffiti",54,acoustic,226603.00
170,1,"Little Voice","Love Song",73,acoustic,258826.00
171,1,"Let Her Go","Let Her Go",38,acoustic,194013.00
172,1,"Still Life","Brighter Than Sunshine",53,acoustic,242439.00
173,1,"Love Story","Love Story",55,acoustic,232500.00
174,1,"Mujer con Abanico","Mujer con Abanico",41,acoustic,156787.00
175,1,"In the Shadows","In the Shadows",46,acoustic,263823.00
176,1,"Can You Feel the Love Tonight","Can You Feel the Love Tonight",63,acoustic,250916.00
177,1,"The Story","The Story",66,acoustic,238493.00
178,1,Better,Better,54,acoustic,215906.00
179,1,Iris,Iris,62,acoustic,181136.00
180,1,#Acoustic,"Rockabye - Acoustic Version",57,acoustic,157466.00
181,1,"I Need You More Today","I Need You More Today",68,acoustic,233728.00
182,1,"Cover Sessions, Vol. 4","Beautiful Soul",62,acoustic,216612.00
183,1,Know.,"Let's See What The Night Can Do",53,acoustic,245186.00
184,1,"Something In the Rain (Music from the Original TV Series)","La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",44,acoustic,219613.00
185,1,"The Way It Was","Forever And Always",57,acoustic,248960.00
186,1,"When Marnie Was There Song Album - Just Know That I Love You.","Fine On The Outside",52,acoustic,252466.00
187,1,"Tree House Tapes","Tortured Soul",53,acoustic,246613.00
188,1,"I Believe in You","I Believe in You",53,acoustic,198786.00
189,1,"Cult Classic","At Home",55,acoustic,226640.00
190,1,"Hard Settle, Ain't Troubled","Portland, Maine",66,acoustic,203869.00
191,1,"Holding On and Letting Go LP","Holding On and Letting Go",49,acoustic,317441.00
192,1,"In Deepest Blue (Bonus Track Version)","The Flood",60,acoustic,261640.00
193,1,"Hanggang Kailan (Umuwi Ka Na Baby)","Hanggang Kailan (Umuwi Ka Na Baby)",38,acoustic,211933.00
194,1,"No More Doubt","Out of My League",67,acoustic,218800.00
195,1,"Is There Anybody Out There? - Track by Track Commentary","Say Something",57,acoustic,233266.00
196,1,"Into The Wild (Music For The Motion Picture)",Rise,60,acoustic,156453.00
197,1,"Say I Am You","World Spins Madly On",64,acoustic,165133.00
198,1,"Thanksgiving Party",Stumble,0,acoustic,216626.00
199,1,"Supa Chill",Paradise,0,acoustic,251426.00
200,1,"Un tecito y a mimir","Moonlight, Mistletoe & You",0,acoustic,209293.00
201,1,青の光景,ひまわりの約束,61,acoustic,308146.00
202,1,"Since U Been Gone","Since U Been Gone - Acoustic Version",50,acoustic,221170.00
203,1,"One more time,One more chance","One more time,One more chance",47,acoustic,330786.00
204,1,Creep,Creep,58,acoustic,234135.00
205,1,"Higher Love","Higher Love",30,acoustic,173250.00
206,1,Shinsekai,Hyouriittai,52,acoustic,336619.00
207,1,"How Long Will I Love You","How Long Will I Love You",55,acoustic,144830.00
208,1,Binibini,Binibini,67,acoustic,221538.00
209,1,"You Were Supposed to Be Different","You Were Supposed to Be Different",45,acoustic,192972.00
210,1,"Cover Sessions, Vol. 3","Thinking out Loud",56,acoustic,278640.00
211,1,Covers,"Perfect / Style",37,acoustic,212864.00
212,1,"Barton Hollow","Poison & Wine",54,acoustic,219466.00
213,1,"Stop All The World Now",Collide,66,acoustic,249120.00
214,1,"Be OK","You And I",63,acoustic,148400.00
215,1,"Give Me Your Forever","Give Me Your Forever (ft. Billkin)",58,acoustic,244800.00
216,1,"Coffee Shop","Falling in Love at a Coffee Shop",55,acoustic,270840.00
217,1,"Wreck of the Day","Breathe (2 AM)",65,acoustic,279826.00
218,1,Episode,"Habang Buhay",69,acoustic,244067.00
219,1,"Beautiful Soul","Beautiful Soul",44,acoustic,214738.00
220,1,Bulletproof,Bulletproof,39,acoustic,207677.00
221,1,Nightshade,Spectrum,54,acoustic,265506.00
222,1,"Girls Like You (Acoustic Version)","Girls Like You - Acoustic Version",44,acoustic,188494.00
223,1,Nangangamba,Nangangamba,70,acoustic,210354.00
224,1,"Better Together","Better Together",64,acoustic,200706.00
225,1,"Heartbreak Anniversary","Heartbreak Anniversary",40,acoustic,199256.00
226,1,"One More Time Around","One More Time Around",47,acoustic,205666.00
227,1,流星花園音樂專輯,"Say Something",40,acoustic,229573.00
228,1,Episode,"Heart Can’t Lose",55,acoustic,240952.00
229,1,"The Other Way","I Ain't Ever Loved No One - Acoustic",57,acoustic,199594.00
230,1,"Till The Sun Turns Black",Empty,48,acoustic,317280.00
231,1,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,acoustic,231965.00
232,1,Covers,"The Reason",53,acoustic,200800.00
233,1,Refuge,"Fix You",60,acoustic,261665.00
234,1,"Hand to Hold","Hand to Hold",54,acoustic,231605.00
235,1,Trouble,"Hold You in My Arms",62,acoustic,306200.00
236,1,"Public Record","One Last Dance",51,acoustic,224847.00
237,1,"Cover Sessions, Vol. 2",Heaven,61,acoustic,250063.00
238,1,"In Deepest Blue (Bonus Track Version)","The Spark - Bonus Track",51,acoustic,201933.00
239,1,Medicine,"American Beauty",63,acoustic,158013.00
240,1,"Part Of The Light","Such A Simple Thing",65,acoustic,296386.00
241,1,"Amos Lee",Colors,64,acoustic,160453.00
242,1,"Cover Sessions, Vol. 6","Someone You Loved",57,acoustic,182442.00
243,1,Know.,"More Than Friends (feat. Meghan Trainor)",54,acoustic,181360.00
244,1,"Show Me the Blueprints.","Flurry Rush",37,acoustic,169318.00
245,1,"The Blessed Unrest","I Choose You",63,acoustic,218573.00
246,1,Anchor,"I Do Adore",53,acoustic,149160.00
247,1,"Christmas Faves 2022","I'll Be Home For Christmas",0,acoustic,183293.00
248,1,"Tall Cans & Loose Ends","Fuck You",36,acoustic,169266.00
249,1,"pov: you have a holly jolly christmas","Christmas Comes But Once A Year",0,acoustic,272640.00
250,1,"pov: you rock around the christmas tree","Christmas Comes But Once A Year",0,acoustic,272640.00
251,1,"If I Ain't Got You (Acoustic)","If I Ain't Got You - Acoustic",55,acoustic,176509.00
252,1,"Believe (Acoustic)","Believe - Acoustic",57,acoustic,179886.00
253,1,"Iris (Acoustic)","Iris - Acoustic",54,acoustic,184200.00
254,1,言ノ葉,"Rain - Long Ver.",44,acoustic,447306.00
255,1,"Cheek to Cheek~I Love Cinemas~","C'est si bon",51,acoustic,108346.00
256,1,"Baby (Acoustic Version)","Baby (Acoustic Version)",42,acoustic,160768.00
257,1,Land,Reason,47,acoustic,304320.00
258,1,"I Like Me Better","I Like Me Better",54,acoustic,201508.00
259,1,"Asan Ka Na Ba","Asan Ka Na Ba",73,acoustic,241132.00
260,1,"Cover Sessions, Vol. 3","A Thousand Years",56,acoustic,263710.00
261,1,"drivers license","drivers license",56,acoustic,246345.00
262,1,YES!,"Love Someone",59,acoustic,257173.00
263,1,"The Winner Takes It All (Acoustic)","The Winner Takes It All - Acoustic",57,acoustic,159012.00
264,1,"Only Time","Only Time",56,acoustic,178546.00
265,1,"One Cell In The Sea","Almost Lover",57,acoustic,268800.00
266,1,"Dance Monkey","Dance Monkey",51,acoustic,197850.00
267,1,Parachute,Ocean,48,acoustic,222400.00
268,1,"Dream a Little Dream of Me","Dream a Little Dream of Me",52,acoustic,142379.00
269,1,"Back For Good","Back For Good",54,acoustic,194667.00
270,1,OK,OK,55,acoustic,212400.00
271,1,"Just The Two Of Us","Just The Two Of Us",41,acoustic,196304.00
272,1,"Cover Sessions, Vol. 6","Hey There Delilah",49,acoustic,230868.00
273,1,Arcade,Arcade,37,acoustic,186738.00
274,1,Yellow,Yellow,52,acoustic,193536.00
275,1,"Wake Me Up","Wake Me Up",58,acoustic,196819.00
276,1,"Walking Blind (feat. Carina Round)","Walking Blind",48,acoustic,201440.00
277,1,Headphones,Headphones,56,acoustic,204998.00
278,1,"Teenage Dream","Teenage Dream",46,acoustic,219093.00
279,1,"The Worth Of The Wait","The Worth Of The Wait",55,acoustic,171800.00
280,1,"Can't Help Falling In Love (Piano Version)","Can't Help Falling In Love - Piano Version",54,acoustic,211624.00
281,1,"Austin Plaine","Never Come Back Again",57,acoustic,196240.00
282,1,"Love You To Death","Love You To Death",49,acoustic,199459.00
283,1,"Someone You Loved (Acoustic)","Someone You Loved - Acoustic",55,acoustic,169253.00
284,1,"What a Wonderful World","What a Wonderful World",51,acoustic,137066.00
285,1,"You Broke Me First","You Broke Me First",39,acoustic,128798.00
286,1,Echos,"Long Way Down",60,acoustic,257972.00
287,1,"Losing Sleep","She Is Love",60,acoustic,146066.00
288,1,"The Meaning",Marigold,53,acoustic,172708.00
289,1,"Twelve: Fifty One (International Version)",12:51,64,acoustic,246280.00
290,1,リョウメンシダ/サンサーラ,サンサーラ,34,acoustic,331984.00
291,1,"1000 Years","Sons and Daughters",50,acoustic,216052.00
292,1,"Brand New","Brand New",65,acoustic,243933.00
293,1,"Say I Am You","Gotta Have You",56,acoustic,199786.00
294,1,"Brand New","30,000 Feet",57,acoustic,256933.00
295,1,"Guitar Instrumental Covers","A Thousand Years",43,acoustic,279916.00
296,1,Trouble,Jolene,64,acoustic,250866.00
297,1,"Into The Wild (Music For The Motion Picture)","No Ceiling",58,acoustic,94053.00
298,1,"Front Porch","Front Porch",64,acoustic,231813.00
299,1,"Rogue Taxidermy","Goodbye Lulu",35,acoustic,150047.00
300,1,Cruising,"Three More Days",36,acoustic,216773.00
301,1,"Isn't She Lovely (Acoustic)","Isn't She Lovely - Acoustic",54,acoustic,145771.00
302,1,"One Spring Night (Original Television Soundtrack), Pt. 4","We Could Still Be Happy",43,acoustic,279260.00
303,1,"Fix You (Acoustic)","Fix You - Acoustic",49,acoustic,162963.00
304,1,"I'm Yours (Acoustic)","I'm Yours - Acoustic",55,acoustic,166189.00
305,1,"Cover Sessions, Vol. 4",Closer,54,acoustic,244188.00
306,1,"A Sky Full of Stars","A Sky Full of Stars",55,acoustic,165067.00
307,1,"I Don't Believe in Satan","I Don't Believe in Satan",39,acoustic,208571.00
308,1,"Let There Be Morning (Bonus Track Version)",Pills,51,acoustic,189240.00
309,1,"he said. she said.","Shallow - Acoustic",52,acoustic,182553.00
310,1,"Watermelon Sugar (Acoustic)","Watermelon Sugar - Acoustic",56,acoustic,183093.00
311,1,"Say You Won't Let Go (Acoustic)","Say You Won't Let Go - Acoustic",48,acoustic,243724.00
312,1,"Hikare Inochi","Hikare Inochi",41,acoustic,322146.00
313,1,"Call You Mine (Acoustic Piano)","Call You Mine (Acoustic Piano)",40,acoustic,209554.00
314,1,"In the Waiting","For Now",57,acoustic,198403.00
315,1,"Three Flights From Alto Nido","Sweet Dream",53,acoustic,67746.00
316,1,"Love Nwantiti","Love Nwantiti",30,acoustic,129032.00
317,1,"Stars Are on Your Side","Stars Are on Your Side",49,acoustic,218004.00
318,1,Covers,"We Don't Talk Anymore / Cold (feat. Sara Phillips)",26,acoustic,222911.00
319,1,"Constellation Me",Superman,53,acoustic,206693.00
320,1,"Cover Sessions, Vol. 5","Chasing Cars",52,acoustic,246979.00
321,1,Episode,"Calm Me Down",51,acoustic,282950.00
322,1,KISSして,KISSして,35,acoustic,222626.00
323,1,"Binibini (Last Day On Earth)","Binibini (Last Day On Earth) (feat. James TW)",54,acoustic,219692.00
324,1,Kosher,"Left for America",50,acoustic,170786.00
325,1,"To Record Only Water For Ten Days (U.S. Version)",Ramparts,53,acoustic,70133.00
326,1,"Hold On (Acoustic)","Hold On - Acoustic",48,acoustic,200346.00
327,1,"The Civil Wars","Dust to Dust",49,acoustic,229653.00
328,1,"Good night","Good night",35,acoustic,354213.00
329,1,"As You Are","As You Are",60,acoustic,183969.00
330,1,Episode,Binibini,65,acoustic,221538.00
331,1,#Covers,"It Aint Me",52,acoustic,192545.00
332,1,"Is There Anybody Out There?","Say Something",57,acoustic,233266.00
333,1,"The Lotto","The Lotto",59,acoustic,193695.00
334,1,"Rodrigo Y Gabriela",Tamacun,50,acoustic,205800.00
335,1,"The Ladder","Make It Without You",49,acoustic,272612.00
336,1,"A Good Day",Dream,54,acoustic,211240.00
337,1,"Big Love, Small Moments","Big Love, Small Moments",52,acoustic,204293.00
338,1,"When Marnie Was There Song Album - Just Know That I Love You.","I Am Not Alone",46,acoustic,252386.00
339,1,Echos,"Stand Your Ground",62,acoustic,203253.00
340,1,"I Never Loved Before I Found You","Perfect Man",32,acoustic,291332.00
341,1,"It's My Life",あ。っという間はあるさ,33,acoustic,172373.00
342,1,"Pure Fiction","Tell The World",58,acoustic,161328.00
343,1,"So Much More (Special Edition)","Ain't No Reason",57,acoustic,220306.00
344,1,"Songs from the Lowdown","A Month from Now",34,acoustic,192392.00
345,1,Bookmarks,"What If",55,acoustic,207228.00
346,1,"Bridge City Sinners","Pussy Cat",33,acoustic,122874.00
347,1,"Tape Deck Heart (Deluxe Edition)","Polaroid Picture",33,acoustic,223015.00
348,1,sadsadchristmas,"I Bet On Flying High",0,acoustic,155000.00
349,1,"Christmas Vibes But Not Christmas Songs","I Bet On Flying High",0,acoustic,155000.00
350,1,"Acoustic Christmas Campfire","I Bet On Flying High",0,acoustic,155000.00
351,1,"Mirrors (Acoustic)","Mirrors - Acoustic",52,acoustic,224170.00
352,1,"10 Futures","To the Wonder (feat. Kina Grannis)",21,acoustic,239004.00
353,1,"Stay - Acoustic","Stay - Acoustic",50,acoustic,181311.00
354,1,マホロボシヤ,太陽さん,55,acoustic,144653.00
355,1,"Oh What A Love","Oh What A Love",46,acoustic,235135.00
356,1,"The Bright Side","Leave The Lights On",56,acoustic,248360.00
357,1,"I Won't Let You Down","I Won't Let You Down",40,acoustic,198344.00
358,1,"Look For The Good","Look For The Good (Single Version)",21,acoustic,239697.00
359,1,Stargazing,Stargazing,55,acoustic,186334.00
360,1,"Bad Liar","Bad Liar",50,acoustic,226877.00
361,1,"One Spring Night (Original Television Soundtrack), Pt. 3","Is It You",41,acoustic,273260.00
362,1,"Slow Down Time","Slow Down Time",44,acoustic,196920.00
363,1,"Simply Acoustic","2002 - Acoustic",57,acoustic,145056.00
364,1,"Love, Love, Love",Sweeter,33,acoustic,196026.00
365,1,"Heat Waves (Acoustic)","Heat Waves - Acoustic",56,acoustic,193027.00
366,1,ショッピング,アジアの純真,32,acoustic,233280.00
367,1,"If the World Was Ending (Acoustic)","If the World Was Ending - Acoustic",35,acoustic,213091.00
368,1,"Three Flights From Alto Nido","Comes And Goes (In Waves)",55,acoustic,253546.00
369,1,残響,ながれ星,33,acoustic,317400.00
370,1,"Acoustic Versions","Dusk Till Dawn - Acoustic",46,acoustic,167616.00
371,1,"Don't Wanna Leave You","Don't Wanna Leave You",38,acoustic,211672.00
372,1,"Passenger Seat","Passenger Seat",65,acoustic,274245.00
373,1,"Best Days",Love,60,acoustic,170040.00
374,1,"Cover Sessions, Vol. 6",Hallelujah,54,acoustic,267765.00
375,1,Phantom,Ashes,37,acoustic,250146.00
376,1,残響,明日の☆SHOW,34,acoustic,290480.00
377,1,"Cover Sessions, Vol. 4","Love Me Like You Do",55,acoustic,198218.00
378,1,Bluebird,"Lost Sparks",51,acoustic,225400.00
379,1,"Back to Home","Who We Are",48,acoustic,259877.00
380,1,"SING A SONG","Heart (Original Version)",34,acoustic,288426.00
